investor_id,Missed_SIPs,Maximum_Gap,Average_Gap
INV002937,3,184.0,109.66666666666667
INV002938,1,121.0,121.0
INV002939,3,109.0,72.66666666666667
INV002940,3,229.0,132.33333333333334
INV002941,3,154.0,96.66666666666667
INV002942,5,180.0,81.2
INV002943,4,150.0,97.25
INV002944,3,122.0,97.33333333333333
INV002945,6,128.0,69.16666666666667
INV002946,2,121.0,115.5
INV002947,4,152.0,95.25
INV002948,4,112.0,91.0
INV002949,2,188.0,143.0
INV002950,5,119.0,70.4
INV002951,5,74.0,64.2
INV002952,3,106.0,76.66666666666667
INV002953,3,106.0,73.66666666666667
INV002954,5,118.0,73.2
INV002955,1,57.0,57.0
INV002956,3,126.0,111.0
INV002957,5,161.0,87.4
INV002958,1,89.0,89.0
INV002959,1,104.0,104.0
INV002961,4,231.0,117.25
INV002963,1,124.0,124.0
INV002964,4,101.0,74.75
INV002966,4,98.0,74.25
INV002967,2,391.0,222.0
INV002968,2,269.0,156.0
INV002969,2,71.0,61.0
INV002970,3,150.0,125.0
INV002971,1,178.0,178.0
INV002973,1,200.0,200.0
INV002974,5,82.0,55.8
INV002975,1,52.0,52.0
INV002976,2,188.0,165.0
INV002977,3,211.0,141.33333333333334
INV002978,4,173.0,95.75
INV002979,3,131.0,103.33333333333333
INV002980,4,117.0,78.5
INV002981,2,182.0,137.0
INV002982,3,203.0,117.0
INV002983,4,156.0,95.25
INV002984,5,130.0,78.4
INV002985,2,91.0,90.5
INV002986,3,367.0,156.66666666666666
INV002987,2,193.0,142.5
INV002988,1,45.0,45.0
INV002989,5,132.0,72.0
INV002990,1,189.0,189.0
INV002991,2,287.0,164.0
INV002992,4,93.0,81.25
INV002993,5,156.0,80.4
INV002994,4,142.0,78.0
INV002996,5,108.0,76.6
INV002997,4,115.0,80.75
INV003000,4,137.0,89.75
INV003001,1,106.0,106.0
INV003002,3,225.0,129.33333333333334
INV003003,8,85.0,55.875
INV003004,5,120.0,85.0
INV003005,4,107.0,80.5
INV003006,2,159.0,128.5
INV003007,5,130.0,73.4
INV003008,4,124.0,80.25
INV003009,4,71.0,56.5
INV003010,4,145.0,108.5
INV003011,5,154.0,80.4
INV003012,2,90.0,88.0
INV003013,2,46.0,41.5
INV003014,3,144.0,117.33333333333333
INV003015,6,128.0,61.166666666666664
INV003016,4,195.0,114.5
INV003017,3,256.0,129.33333333333334
INV003018,2,156.0,99.5
INV003020,1,208.0,208.0
INV003021,4,156.0,105.5
INV003022,4,96.0,78.0
INV003023,2,259.0,170.5
INV003024,2,91.0,65.0
INV003025,3,59.0,49.0
INV003026,2,215.0,206.5
INV003027,4,173.0,108.75
INV003028,4,183.0,96.25
INV003029,2,225.0,152.5
INV003030,1,230.0,230.0
INV003031,3,216.0,131.66666666666666
INV003032,1,260.0,260.0
INV003033,5,102.0,78.4
INV003034,4,118.0,88.5
INV003035,1,76.0,76.0
INV003036,4,138.0,90.5
INV003037,4,156.0,85.0
INV003038,3,103.0,82.66666666666667
INV003040,4,123.0,75.75
INV003041,6,108.0,67.0
INV003042,1,164.0,164.0
INV003043,6,109.0,65.0
INV003044,3,190.0,114.33333333333333
INV003045,3,248.0,114.33333333333333
INV003046,3,185.0,94.66666666666667
INV003047,4,215.0,90.25
INV003048,2,208.0,146.0
INV003049,6,164.0,69.16666666666667
INV003050,2,185.0,116.0
INV003051,3,130.0,91.66666666666667
INV003052,2,158.0,99.5
INV003053,3,140.0,113.66666666666667
INV003054,6,200.0,74.83333333333333
INV003055,4,209.0,98.25
INV003057,6,97.0,69.66666666666667
INV003058,4,106.0,74.5
INV003059,2,284.0,174.0
INV003060,6,94.0,57.666666666666664
INV003061,5,121.0,73.8
INV003062,1,110.0,110.0
INV003063,5,112.0,57.8
INV003064,3,97.0,66.33333333333333
INV003065,5,106.0,69.8
INV003066,2,186.0,154.5
INV003067,1,149.0,149.0
INV003068,3,204.0,111.0
INV003069,2,192.0,119.0
INV003070,5,132.0,68.4
INV003071,2,87.0,79.5
INV003072,1,177.0,177.0
INV003073,4,99.0,66.25
INV003074,5,123.0,78.4
INV003075,3,128.0,83.33333333333333
INV003076,2,221.0,167.5
INV003077,3,212.0,129.66666666666666
INV003078,6,126.0,77.5
INV003079,3,158.0,92.66666666666667
INV003080,1,118.0,118.0
INV003081,3,163.0,151.33333333333334
INV003082,4,73.0,66.0
INV003083,4,83.0,61.75
INV003084,2,227.0,170.0
INV003085,2,246.0,163.5
INV003086,1,187.0,187.0
INV003087,1,106.0,106.0
INV003088,1,71.0,71.0
INV003089,5,89.0,74.8
INV003090,3,225.0,128.66666666666666
INV003091,3,199.0,109.0
INV003092,1,187.0,187.0
INV003095,6,122.0,69.16666666666667
INV003096,1,328.0,328.0
INV003097,4,92.0,66.25
INV003098,2,253.0,211.5
INV003099,3,208.0,118.66666666666667
INV003100,4,211.0,92.5
INV003101,5,151.0,87.6
INV003102,4,188.0,90.25
INV003103,3,226.0,110.66666666666667
INV003104,2,158.0,105.5
INV003105,5,140.0,65.8
INV003108,2,371.0,217.5
INV003109,3,210.0,99.0
INV003110,4,158.0,76.0
INV003111,5,117.0,66.2
INV003112,4,173.0,106.75
INV003113,6,97.0,70.16666666666667
INV003115,2,116.0,88.0
INV003116,3,79.0,59.666666666666664
INV003117,5,114.0,71.8
INV003118,1,128.0,128.0
INV003119,4,125.0,82.0
INV003120,4,116.0,89.25
INV003121,4,102.0,62.0
INV003122,1,98.0,98.0
INV003123,5,130.0,86.4
INV003124,6,112.0,60.166666666666664
INV003125,4,140.0,91.5
INV003127,2,365.0,210.5
INV003128,4,141.0,86.0
INV003129,3,139.0,107.0
INV003130,3,133.0,80.0
INV003131,1,54.0,54.0
INV003132,3,290.0,148.33333333333334
INV003133,2,135.0,114.5
INV003134,4,172.0,91.0
INV003136,2,331.0,211.0
INV003137,1,232.0,232.0
INV003138,1,41.0,41.0
INV003139,3,125.0,71.66666666666667
INV003140,4,106.0,74.0
INV003141,5,91.0,64.6
INV003142,1,234.0,234.0
INV003143,3,191.0,127.66666666666667
INV003144,4,147.0,94.5
INV003145,1,105.0,105.0
INV003146,5,172.0,77.2
INV003147,3,138.0,125.66666666666667
INV003149,1,77.0,77.0
INV003150,6,176.0,78.83333333333333
INV003151,3,134.0,101.33333333333333
INV003153,2,156.0,123.0
INV003154,3,147.0,120.66666666666667
INV003155,1,84.0,84.0
INV003157,3,188.0,103.33333333333333
INV003158,4,138.0,102.5
INV003159,3,169.0,97.33333333333333
INV003160,4,224.0,104.0
INV003161,5,118.0,83.2
INV003162,2,104.0,75.0
INV003163,2,338.0,192.0
INV003164,3,255.0,128.0
INV003165,4,243.0,111.25
INV003166,4,196.0,104.0
INV003167,3,160.0,103.66666666666667
INV003168,5,131.0,90.0
INV003169,3,178.0,128.0
INV003171,4,149.0,102.5
INV003173,4,109.0,88.25
INV003174,4,174.0,79.25
INV003176,4,153.0,93.5
INV003177,1,260.0,260.0
INV003178,4,79.0,57.75
INV003179,6,151.0,71.33333333333333
INV003181,4,177.0,113.0
INV003182,2,202.0,151.0
INV003183,2,132.0,124.5
INV003184,4,206.0,113.5
INV003185,4,109.0,79.25
INV003187,3,244.0,144.33333333333334
INV003188,4,216.0,100.5
INV003189,6,99.0,63.666666666666664
INV003190,3,218.0,122.33333333333333
INV003191,6,82.0,68.83333333333333
INV003192,4,141.0,85.25
INV003193,4,206.0,101.75
INV003194,4,157.0,92.25
INV003195,1,68.0,68.0
INV003196,4,204.0,101.75
INV003197,1,285.0,285.0
INV003198,3,287.0,163.0
INV003199,1,296.0,296.0
INV003200,5,148.0,83.4
INV003201,6,97.0,70.83333333333333
INV003202,3,139.0,98.66666666666667
INV003203,6,197.0,70.33333333333333
INV003204,1,41.0,41.0
INV003205,4,111.0,75.25
INV003206,4,234.0,108.75
INV003207,1,113.0,113.0
INV003208,2,285.0,227.5
INV003209,3,120.0,99.66666666666667
INV003210,4,112.0,75.5
INV003211,5,95.0,70.2
INV003212,3,172.0,113.66666666666667
INV003213,1,298.0,298.0
INV003214,4,170.0,77.25
INV003215,5,86.0,68.6
INV003216,3,224.0,145.33333333333334
INV003217,1,91.0,91.0
INV003218,4,199.0,91.0
INV003219,3,70.0,64.66666666666667
INV003220,4,103.0,75.75
INV003221,5,88.0,58.0
INV003222,5,111.0,82.6
INV003223,3,228.0,131.33333333333334
INV003224,2,152.0,127.5
INV003225,7,127.0,66.28571428571429
INV003226,3,209.0,96.0
INV003227,4,233.0,106.25
INV003228,3,239.0,119.33333333333333
INV003229,2,346.0,203.5
INV003230,3,206.0,108.33333333333333
INV003231,3,222.0,126.0
INV003232,3,107.0,97.33333333333333
INV003233,1,142.0,142.0
INV003234,5,123.0,87.6
INV003235,4,187.0,103.5
INV003236,4,103.0,85.0
INV003237,3,195.0,104.33333333333333
INV003238,5,138.0,89.6
INV003239,2,261.0,179.5
INV003240,3,258.0,119.0
INV003242,5,158.0,81.8
INV003243,2,141.0,118.0
INV003244,4,96.0,77.0
INV003245,3,140.0,116.66666666666667
INV003246,2,120.0,102.5
INV003247,5,143.0,64.6
INV003248,5,115.0,86.8
INV003249,2,282.0,231.5
INV003250,3,198.0,120.33333333333333
INV003251,4,228.0,101.75
INV003252,3,192.0,101.0
INV003253,3,112.0,87.0
INV003254,2,56.0,56.0
INV003256,6,65.0,47.5
INV003257,3,131.0,87.0
INV003258,6,129.0,72.83333333333333
INV003259,1,166.0,166.0
INV003260,3,142.0,113.33333333333333
INV003261,2,271.0,176.5
INV003262,5,150.0,74.6
INV003263,2,222.0,195.5
INV003264,3,182.0,109.0
INV003265,3,141.0,102.33333333333333
INV003267,3,197.0,108.66666666666667
INV003268,2,205.0,178.0
INV003269,4,116.0,66.25
INV003270,1,78.0,78.0
INV003271,6,91.0,58.0
INV003272,3,121.0,102.0
INV003273,5,134.0,73.0
INV003275,2,348.0,214.5
INV003276,4,71.0,50.5
INV003277,7,136.0,62.857142857142854
INV003278,1,54.0,54.0
INV003279,6,147.0,74.66666666666667
INV003280,3,113.0,71.66666666666667
INV003281,1,313.0,313.0
INV003282,2,175.0,118.0
INV003283,1,208.0,208.0
INV003284,1,96.0,96.0
INV003285,2,219.0,170.0
INV003286,1,273.0,273.0
INV003287,5,100.0,72.2
INV003288,5,114.0,82.2
INV003289,4,115.0,75.25
INV003291,5,123.0,71.8
INV003292,1,38.0,38.0
INV003294,2,188.0,137.0
INV003295,4,183.0,97.0
INV003296,3,94.0,64.66666666666667
INV003297,5,94.0,67.2
INV003298,3,180.0,97.0
INV003299,1,113.0,113.0
INV003300,2,219.0,129.5
INV003301,6,113.0,71.33333333333333
INV003302,3,144.0,83.66666666666667
INV003303,1,251.0,251.0
INV003304,4,106.0,71.25
INV003305,2,112.0,108.0
INV003306,2,285.0,180.0
INV003307,1,320.0,320.0
INV003308,5,110.0,69.4
INV003309,3,176.0,111.66666666666667
INV003310,4,137.0,69.0
INV003311,3,149.0,107.33333333333333
INV003312,1,479.0,479.0
INV003313,2,177.0,115.0
INV003314,4,183.0,93.0
INV003315,3,253.0,119.33333333333333
INV003316,1,73.0,73.0
INV003317,5,79.0,59.8
INV003319,2,266.0,152.5
INV003320,3,192.0,96.66666666666667
INV003321,3,227.0,144.66666666666666
INV003322,4,213.0,105.25
INV003324,4,144.0,109.25
INV003325,5,129.0,93.0
INV003326,3,225.0,128.66666666666666
INV003327,1,351.0,351.0
INV003328,2,231.0,199.0
INV003329,5,181.0,91.0
INV003330,1,204.0,204.0
INV003331,4,117.0,87.75
INV003332,3,134.0,108.66666666666667
INV003334,1,58.0,58.0
INV003335,4,167.0,76.75
INV003336,5,109.0,84.8
INV003337,1,117.0,117.0
INV003338,4,135.0,69.75
INV003340,5,113.0,73.2
INV003341,5,110.0,87.0
INV003342,3,147.0,103.0
INV003343,5,110.0,82.0
INV003344,5,159.0,77.6
INV003345,3,121.0,91.33333333333333
INV003346,3,128.0,119.0
INV003347,4,134.0,71.0
INV003348,1,323.0,323.0
INV003349,1,257.0,257.0
INV003350,4,191.0,106.75
INV003351,4,62.0,54.0
INV003352,5,279.0,90.6
INV003353,2,322.0,184.0
INV003354,4,162.0,88.75
INV003355,4,125.0,98.75
INV003356,2,239.0,171.5
INV003357,5,77.0,57.6
INV003358,1,83.0,83.0
INV003359,2,170.0,114.0
INV003360,5,109.0,64.0
INV003361,1,345.0,345.0
INV003362,2,230.0,161.0
INV003363,4,175.0,89.5
INV003365,1,64.0,64.0
INV003366,4,101.0,75.0
INV003369,5,105.0,78.6
INV003370,4,201.0,84.0
INV003371,3,168.0,108.66666666666667
INV003372,4,74.0,62.0
INV003373,6,106.0,66.83333333333333
INV003374,4,128.0,102.5
INV003375,4,158.0,101.25
INV003376,5,173.0,89.4
INV003377,4,155.0,102.0
INV003379,4,134.0,75.25
INV003380,5,83.0,68.4
INV003381,5,136.0,67.4
INV003382,4,158.0,70.25
INV003383,2,269.0,204.0
INV003384,1,95.0,95.0
INV003385,3,288.0,133.33333333333334
INV003387,4,147.0,100.25
INV003388,5,103.0,70.0
INV003389,3,106.0,93.66666666666667
INV003390,2,286.0,191.0
INV003391,3,104.0,86.33333333333333
INV003392,2,148.0,122.5
INV003393,6,91.0,65.0
INV003394,4,186.0,100.0
INV003395,5,113.0,70.2
INV003396,3,267.0,154.66666666666666
INV003397,3,159.0,122.0
INV003398,6,84.0,59.166666666666664
INV003399,2,261.0,201.5
INV003400,1,44.0,44.0
INV003401,3,145.0,90.0
INV003402,3,303.0,140.33333333333334
INV003403,3,129.0,118.0
INV003404,5,112.0,76.8
INV003405,2,186.0,139.5
INV003406,4,147.0,69.75
INV003407,4,146.0,86.5
INV003408,3,143.0,109.33333333333333
INV003409,4,77.0,64.25
INV003410,3,215.0,127.33333333333333
INV003411,5,166.0,78.6
INV003412,3,94.0,58.666666666666664
INV003414,3,260.0,147.33333333333334
INV003415,3,174.0,100.66666666666667
INV003416,1,161.0,161.0
INV003418,2,239.0,146.0
INV003419,3,65.0,62.666666666666664
INV003420,3,186.0,119.66666666666667
INV003421,3,284.0,136.66666666666666
INV003422,4,151.0,110.5
INV003423,5,140.0,83.8
INV003424,4,124.0,79.75
INV003425,3,137.0,96.66666666666667
INV003426,3,86.0,62.0
INV003427,3,266.0,130.0
INV003428,5,98.0,70.2
INV003429,4,125.0,80.25
INV003430,5,104.0,71.0
INV003431,5,81.0,55.4
INV003432,5,97.0,71.2
INV003433,1,76.0,76.0
INV003435,5,140.0,77.8
INV003436,5,108.0,68.8
INV003437,5,177.0,77.8
INV003438,4,157.0,94.0
INV003439,1,111.0,111.0
INV003441,2,194.0,163.5
INV003442,1,96.0,96.0
INV003443,2,185.0,111.0
INV003444,1,347.0,347.0
INV003445,1,372.0,372.0
INV003446,1,185.0,185.0
INV003448,7,99.0,57.142857142857146
INV003449,5,143.0,66.8
INV003450,3,158.0,94.0
INV003451,3,256.0,140.0
INV003452,2,47.0,43.5
INV003453,3,142.0,103.33333333333333
INV003454,2,227.0,164.5
INV003455,4,67.0,48.75
INV003456,1,184.0,184.0
INV003457,4,114.0,79.75
INV003458,4,127.0,90.75
INV003459,6,106.0,60.5
INV003460,5,95.0,71.2
INV003461,2,83.0,77.0
INV003462,6,119.0,66.83333333333333
INV003463,4,125.0,100.0
INV003464,2,255.0,160.0
INV003467,3,116.0,110.66666666666667
INV003468,2,269.0,234.0
INV003469,2,139.0,98.0
INV003470,2,175.0,175.0
INV003471,1,44.0,44.0
INV003473,4,188.0,107.75
INV003475,3,155.0,112.66666666666667
INV003476,2,177.0,171.5
INV003477,4,134.0,94.25
INV003478,5,195.0,76.2
INV003479,5,164.0,76.0
INV003480,5,111.0,73.8
INV003483,2,172.0,109.0
INV003484,1,333.0,333.0
INV003485,2,248.0,241.0
INV003487,4,155.0,74.0
INV003488,2,325.0,232.0
INV003490,2,127.0,95.5
INV003491,6,106.0,66.5
INV003492,5,132.0,84.4
INV003493,2,291.0,199.0
INV003494,4,100.0,74.0
INV003495,6,80.0,59.166666666666664
INV003496,6,112.0,68.83333333333333
INV003499,2,186.0,143.0
INV003500,3,364.0,153.66666666666666
INV003501,2,154.0,102.0
INV003502,1,398.0,398.0
INV003503,5,142.0,84.2
INV003505,6,171.0,82.66666666666667
INV003506,4,103.0,81.5
INV003507,3,178.0,136.0
INV003509,4,141.0,99.5
INV003510,2,78.0,69.0
INV003511,4,128.0,84.5
INV003512,2,315.0,214.5
INV003513,2,159.0,103.0
INV003514,3,140.0,95.33333333333333
INV003515,2,41.0,39.5
INV003516,2,324.0,229.5
INV003517,3,126.0,75.66666666666667
INV003518,5,78.0,54.6
INV003519,2,92.0,88.5
INV003520,3,270.0,135.0
INV003521,5,183.0,89.0
INV003523,1,66.0,66.0
INV003524,4,150.0,89.75
INV003525,5,122.0,73.8
INV003526,5,146.0,68.4
INV003527,3,245.0,126.66666666666667
INV003528,5,107.0,77.2
INV003529,1,36.0,36.0
INV003530,4,92.0,62.0
INV003531,4,146.0,70.0
INV003532,4,150.0,109.0
INV003533,4,129.0,76.0
INV003534,4,124.0,83.25
INV003535,3,127.0,93.0
INV003536,5,114.0,76.0
INV003537,5,192.0,86.0
INV003538,1,186.0,186.0
INV003539,6,120.0,72.83333333333333
INV003540,5,166.0,87.8
INV003541,2,175.0,149.5
INV003542,2,322.0,251.5
INV003543,5,90.0,64.2
INV003544,2,270.0,190.0
INV003545,5,169.0,86.0
INV003546,5,126.0,80.4
INV003548,1,41.0,41.0
INV003549,2,158.0,142.0
INV003550,1,238.0,238.0
INV003552,4,207.0,104.5
INV003553,6,100.0,65.83333333333333
INV003554,3,144.0,103.33333333333333
INV003555,4,155.0,76.5
INV003556,4,119.0,82.25
INV003557,2,156.0,122.0
INV003558,5,66.0,48.4
INV003559,5,118.0,70.4
INV003560,3,229.0,112.0
INV003561,5,118.0,76.8
INV003562,5,139.0,88.0
INV003563,3,153.0,117.0
INV003564,6,128.0,75.66666666666667
INV003565,6,144.0,72.66666666666667
INV003566,4,125.0,94.25
INV003567,3,177.0,127.0
INV003568,2,79.0,62.0
INV003569,4,144.0,96.0
INV003570,1,356.0,356.0
INV003571,4,219.0,119.75
INV003572,3,222.0,129.33333333333334
INV003573,4,135.0,72.0
INV003574,4,141.0,118.0
INV003575,3,284.0,123.0
INV003576,1,70.0,70.0
INV003577,2,213.0,165.5
INV003578,3,89.0,75.0
INV003579,4,151.0,85.0
INV003580,4,127.0,78.0
INV003581,6,145.0,75.66666666666667
INV003582,4,84.0,59.25
INV003583,4,144.0,104.5
INV003584,2,207.0,142.0
INV003586,6,81.0,61.333333333333336
INV003587,4,180.0,86.75
INV003588,2,194.0,116.5
INV003589,2,307.0,188.5
INV003590,3,193.0,105.0
INV003591,4,206.0,111.75
INV003592,3,121.0,94.0
INV003593,4,153.0,90.25
INV003594,3,217.0,114.0
INV003595,4,193.0,82.75
INV003596,1,166.0,166.0
INV003597,4,159.0,82.25
INV003598,6,114.0,70.66666666666667
INV003599,2,53.0,50.0
INV003600,3,124.0,115.0
INV003601,4,118.0,74.5
INV003602,5,159.0,90.0
INV003603,3,162.0,102.66666666666667
INV003604,4,188.0,106.75
INV003605,3,218.0,149.66666666666666
INV003606,3,161.0,95.0
INV003607,3,174.0,91.33333333333333
INV003608,3,134.0,79.66666666666667
INV003609,3,226.0,138.0
INV003610,1,76.0,76.0
INV003611,4,113.0,92.0
INV003612,2,116.0,83.0
INV003613,3,191.0,127.33333333333333
INV003614,6,102.0,75.66666666666667
INV003615,3,195.0,108.33333333333333
INV003616,5,99.0,74.8
INV003617,3,68.0,60.333333333333336
INV003618,2,124.0,83.0
INV003619,5,113.0,81.6
INV003620,4,226.0,107.0
INV003621,2,299.0,208.0
INV003622,1,123.0,123.0
INV003624,3,143.0,103.33333333333333
INV003625,4,99.0,62.0
INV003626,5,167.0,77.4
INV003627,4,97.0,74.75
INV003628,1,43.0,43.0
INV003630,3,96.0,77.66666666666667
INV003631,1,70.0,70.0
INV003632,2,228.0,170.5
INV003633,6,93.0,61.333333333333336
INV003634,3,155.0,98.66666666666667
INV003635,5,95.0,73.2
INV003636,5,154.0,95.0
INV003637,4,152.0,93.25
INV003638,3,75.0,57.0
INV003639,3,224.0,107.0
INV003640,1,167.0,167.0
INV003641,4,110.0,94.25
INV003642,1,217.0,217.0
INV003643,3,168.0,121.33333333333333
INV003644,4,136.0,71.75
INV003645,4,171.0,85.75
INV003646,1,380.0,380.0
INV003647,3,281.0,134.0
INV003648,2,147.0,133.5
INV003649,7,93.0,67.85714285714286
INV003650,4,86.0,62.75
INV003651,4,102.0,73.5
INV003652,1,96.0,96.0
INV003653,3,159.0,108.66666666666667
INV003654,4,118.0,76.5
INV003655,4,159.0,83.5
INV003656,3,129.0,104.33333333333333
INV003657,1,246.0,246.0
INV003658,4,121.0,98.5
INV003659,3,161.0,109.33333333333333
INV003660,4,127.0,84.0
INV003661,4,95.0,80.75
INV003662,3,199.0,136.66666666666666
INV003663,5,123.0,76.6
INV003664,4,238.0,128.0
INV003665,2,280.0,191.0
INV003666,5,77.0,60.4
INV003668,1,202.0,202.0
INV003669,3,98.0,72.0
INV003670,6,137.0,75.0
INV003671,4,153.0,73.25
INV003672,5,123.0,74.0
INV003673,6,95.0,75.5
INV003674,5,83.0,57.8
INV003675,4,132.0,82.25
INV003676,2,100.0,72.0
INV003677,3,259.0,115.66666666666667
INV003678,5,76.0,55.6
INV003680,5,135.0,78.4
INV003681,5,101.0,63.2
INV003682,3,332.0,139.66666666666666
INV003683,4,162.0,98.5
INV003684,4,229.0,100.5
INV003685,3,132.0,114.66666666666667
INV003686,6,130.0,66.66666666666667
INV003687,2,202.0,144.5
INV003688,1,275.0,275.0
INV003689,3,253.0,149.33333333333334
INV003690,1,193.0,193.0
INV003691,5,220.0,96.0
INV003693,5,170.0,74.4
INV003694,3,162.0,98.0
INV003695,4,111.0,82.75
INV003696,3,190.0,136.33333333333334
INV003697,5,152.0,88.0
INV003698,3,132.0,113.66666666666667
INV003699,3,70.0,55.0
INV003700,3,128.0,100.33333333333333
INV003702,4,118.0,99.25
INV003703,4,148.0,114.75
INV003705,6,92.0,72.66666666666667
INV003707,5,152.0,87.0
INV003708,4,94.0,63.0
INV003709,5,181.0,83.6
INV003710,5,116.0,74.2
INV003711,4,128.0,85.0
INV003712,3,160.0,110.0
INV003713,5,161.0,80.6
INV003714,2,300.0,226.5
INV003715,1,356.0,356.0
INV003716,3,190.0,102.0
INV003717,4,138.0,86.25
INV003718,5,161.0,90.8
INV003719,2,156.0,132.0
INV003720,6,116.0,62.166666666666664
INV003721,1,360.0,360.0
INV003722,5,135.0,75.0
INV003723,4,124.0,68.5
INV003724,5,122.0,73.4
INV003725,2,339.0,214.0
INV003726,2,144.0,125.0
INV003727,2,202.0,193.0
INV003728,3,155.0,107.33333333333333
INV003730,2,140.0,111.5
INV003731,5,86.0,69.0
INV003732,6,82.0,65.5
INV003733,4,110.0,97.0
INV003734,2,290.0,164.0
INV003735,4,104.0,69.75
INV003736,7,65.0,49.714285714285715
INV003737,4,188.0,91.5
INV003738,3,117.0,78.0
INV003739,4,142.0,77.0
INV003740,2,155.0,101.0
INV003741,5,137.0,68.8
INV003742,2,257.0,187.5
INV003743,4,88.0,72.5
INV003744,5,98.0,74.2
INV003745,7,71.0,50.142857142857146
INV003747,4,133.0,85.0
INV003748,4,100.0,75.25
INV003749,2,153.0,133.5
INV003750,2,337.0,194.0
INV003751,2,232.0,170.5
INV003752,1,145.0,145.0
INV003753,1,134.0,134.0
INV003755,3,114.0,89.33333333333333
INV003756,6,98.0,67.33333333333333
INV003757,7,93.0,68.85714285714286
INV003758,4,112.0,97.75
INV003759,4,281.0,106.75
INV003760,1,200.0,200.0
INV003761,5,99.0,60.8
INV003762,4,191.0,78.75
INV003763,2,168.0,127.0
INV003764,1,143.0,143.0
INV003765,4,192.0,113.5
INV003766,8,121.0,57.125
INV003767,5,125.0,68.6
INV003768,1,323.0,323.0
INV003769,4,220.0,107.75
INV003770,1,36.0,36.0
INV003771,6,130.0,70.66666666666667
INV003772,4,72.0,62.25
INV003773,3,167.0,111.66666666666667
INV003775,5,151.0,73.2
INV003776,1,341.0,341.0
INV003778,4,148.0,94.75
INV003779,3,149.0,114.33333333333333
INV003780,3,135.0,86.66666666666667
INV003781,3,199.0,106.0
INV003782,6,98.0,63.5
INV003783,5,111.0,69.4
INV003784,1,186.0,186.0
INV003785,4,160.0,83.5
INV003786,2,295.0,170.5
INV003787,5,154.0,87.4
INV003788,4,153.0,110.0
INV003789,3,235.0,133.33333333333334
INV003791,4,135.0,84.25
INV003792,3,68.0,58.666666666666664
INV003793,4,199.0,99.0
INV003794,4,120.0,70.0
INV003795,5,91.0,64.6
INV003796,1,88.0,88.0
INV003797,4,189.0,107.5
INV003798,4,163.0,91.25
INV003799,4,125.0,94.75
INV003800,3,201.0,127.33333333333333
INV003801,4,208.0,87.5
INV003803,5,240.0,91.2
INV003804,3,188.0,129.0
INV003805,2,182.0,128.5
INV003806,4,209.0,96.25
INV003807,1,166.0,166.0
INV003808,4,139.0,84.25
INV003809,4,121.0,88.75
INV003810,5,234.0,83.4
INV003811,5,133.0,83.6
INV003812,4,132.0,77.5
INV003813,4,122.0,92.0
INV003814,1,156.0,156.0
INV003815,4,217.0,91.75
INV003816,2,134.0,129.0
INV003817,3,246.0,133.33333333333334
INV003818,2,153.0,124.0
INV003819,2,118.0,86.0
INV003820,4,247.0,105.5
INV003821,3,191.0,136.0
INV003822,6,80.0,51.0
INV003823,3,154.0,87.66666666666667
INV003824,3,182.0,107.66666666666667
INV003825,4,99.0,84.5
INV003826,2,192.0,134.5
INV003828,2,109.0,73.0
INV003829,4,130.0,76.75
INV003830,6,115.0,65.83333333333333
INV003832,4,170.0,90.5
INV003833,2,113.0,79.5
INV003834,4,97.0,78.75
INV003835,3,147.0,99.33333333333333
INV003836,4,123.0,96.75
INV003837,1,287.0,287.0
INV003838,2,228.0,159.5
INV003839,1,139.0,139.0
INV003840,2,66.0,64.5
INV003842,2,225.0,156.5
INV003844,4,123.0,92.0
INV003845,2,78.0,66.0
INV003846,3,299.0,139.33333333333334
INV003847,4,132.0,74.0
INV003848,5,136.0,65.6
INV003849,5,108.0,67.4
INV003851,3,92.0,67.66666666666667
INV003852,2,160.0,136.5
INV003853,3,143.0,130.0
INV003854,3,100.0,84.0
INV003855,4,116.0,73.0
INV003856,2,156.0,97.0
INV003857,3,142.0,93.33333333333333
INV003858,4,153.0,85.5
INV003859,4,100.0,65.25
INV003860,4,209.0,91.5
INV003862,5,129.0,69.4
INV003863,1,471.0,471.0
INV003864,3,197.0,141.0
INV003865,5,147.0,93.2
INV003866,1,79.0,79.0
INV003867,3,156.0,86.66666666666667
INV003868,5,165.0,77.8
INV003869,3,202.0,137.33333333333334
INV003870,3,170.0,106.0
INV003871,2,230.0,134.0
INV003872,4,70.0,55.0
INV003873,3,215.0,150.33333333333334
INV003874,2,192.0,116.5
INV003876,6,94.0,64.16666666666667
INV003877,4,85.0,60.75
INV003878,2,108.0,77.0
INV003879,1,243.0,243.0
INV003880,5,193.0,92.4
INV003882,2,299.0,171.0
INV003883,3,74.0,48.666666666666664
INV003884,1,211.0,211.0
INV003885,2,163.0,140.5
INV003887,2,199.0,152.0
INV003888,5,137.0,84.4
INV003889,3,235.0,159.0
INV003891,3,94.0,67.66666666666667
INV003892,6,112.0,69.66666666666667
INV003893,2,265.0,154.0
INV003894,6,89.0,62.5
INV003895,1,142.0,142.0
INV003896,4,174.0,89.75
INV003897,4,144.0,89.25
INV003898,2,232.0,193.0
INV003899,4,124.0,91.5
INV003900,2,99.0,95.5
INV003901,4,149.0,76.5
INV003902,3,186.0,114.33333333333333
INV003903,3,111.0,84.0
INV003904,2,171.0,166.5
INV003905,5,103.0,68.2
